"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income",,,,
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income",,,,
County,,,,
GeoFips,GeoName,LineCode,Description,2021
48465,"Val Verde, TX",1,Personal income (thousands of dollars),2245468
48465,"Val Verde, TX",2,Population (persons) 1,47533
48465,"Val Verde, TX",3,Per capita personal income (dollars) 2,47240
48467,"Van Zandt, TX",1,Personal income (thousands of dollars),2766978
48467,"Van Zandt, TX",2,Population (persons) 1,61253
48467,"Van Zandt, TX",3,Per capita personal income (dollars) 2,45173
48469,"Victoria, TX",1,Personal income (thousands of dollars),5213874
48469,"Victoria, TX",2,Population (persons) 1,90896
48469,"Victoria, TX",3,Per capita personal income (dollars) 2,57361
48471,"Walker, TX",1,Personal income (thousands of dollars),2611401
48471,"Walker, TX",2,Population (persons) 1,78348
48471,"Walker, TX",3,Per capita personal income (dollars) 2,33331
48473,"Waller, TX",1,Personal income (thousands of dollars),2990674
48473,"Waller, TX",2,Population (persons) 1,59419
48473,"Waller, TX",3,Per capita personal income (dollars) 2,50332
48475,"Ward, TX",1,Personal income (thousands of dollars),611324
48475,"Ward, TX",2,Population (persons) 1,11081
48475,"Ward, TX",3,Per capita personal income (dollars) 2,55169
48477,"Washington, TX",1,Personal income (thousands of dollars),2474373
48477,"Washington, TX",2,Population (persons) 1,35947
48477,"Washington, TX",3,Per capita personal income (dollars) 2,68834
48479,"Webb, TX",1,Personal income (thousands of dollars),10971090
48479,"Webb, TX",2,Population (persons) 1,267400
48479,"Webb, TX",3,Per capita personal income (dollars) 2,41029
48481,"Wharton, TX",1,Personal income (thousands of dollars),2214390
48481,"Wharton, TX",2,Population (persons) 1,41652
48481,"Wharton, TX",3,Per capita personal income (dollars) 2,53164
48483,"Wheeler, TX",1,Personal income (thousands of dollars),236134
48483,"Wheeler, TX",2,Population (persons) 1,4886
48483,"Wheeler, TX",3,Per capita personal income (dollars) 2,48329
48485,"Wichita, TX",1,Personal income (thousands of dollars),6483924
48485,"Wichita, TX",2,Population (persons) 1,130073
48485,"Wichita, TX",3,Per capita personal income (dollars) 2,49848
48487,"Wilbarger, TX",1,Personal income (thousands of dollars),826904
48487,"Wilbarger, TX",2,Population (persons) 1,12703
48487,"Wilbarger, TX",3,Per capita personal income (dollars) 2,65095
48489,"Willacy, TX",1,Personal income (thousands of dollars),762467
48489,"Willacy, TX",2,Population (persons) 1,20292
48489,"Willacy, TX",3,Per capita personal income (dollars) 2,37575
48491,"Williamson, TX",1,Personal income (thousands of dollars),40672872
48491,"Williamson, TX",2,Population (persons) 1,644595
48491,"Williamson, TX",3,Per capita personal income (dollars) 2,63098
48493,"Wilson, TX",1,Personal income (thousands of dollars),2830151
48493,"Wilson, TX",2,Population (persons) 1,51307
48493,"Wilson, TX",3,Per capita personal income (dollars) 2,55161
48495,"Winkler, TX",1,Personal income (thousands of dollars),467045
48495,"Winkler, TX",2,Population (persons) 1,7382
48495,"Winkler, TX",3,Per capita personal income (dollars) 2,63268
48497,"Wise, TX",1,Personal income (thousands of dollars),3889626
48497,"Wise, TX",2,Population (persons) 1,71871
48497,"Wise, TX",3,Per capita personal income (dollars) 2,54120
48499,"Wood, TX",1,Personal income (thousands of dollars),2180278
48499,"Wood, TX",2,Population (persons) 1,46076
48499,"Wood, TX",3,Per capita personal income (dollars) 2,47319
48501,"Yoakum, TX",1,Personal income (thousands of dollars),379913
48501,"Yoakum, TX",2,Population (persons) 1,7563
48501,"Yoakum, TX",3,Per capita personal income (dollars) 2,50233
48503,"Young, TX",1,Personal income (thousands of dollars),1059618
48503,"Young, TX",2,Population (persons) 1,17943
48503,"Young, TX",3,Per capita personal income (dollars) 2,59055
48505,"Zapata, TX",1,Personal income (thousands of dollars),463073
48505,"Zapata, TX",2,Population (persons) 1,13875
48505,"Zapata, TX",3,Per capita personal income (dollars) 2,33375
48507,"Zavala, TX",1,Personal income (thousands of dollars),409679
48507,"Zavala, TX",2,Population (persons) 1,9473
48507,"Zavala, TX",3,Per capita personal income (dollars) 2,43247
22001,"Acadia, LA",1,Personal income (thousands of dollars),2655269
22001,"Acadia, LA",2,Population (persons) 1,57217
22001,"Acadia, LA",3,Per capita personal income (dollars) 2,46407
22003,"Allen, LA",1,Personal income (thousands of dollars),967283
22003,"Allen, LA",2,Population (persons) 1,22588
22003,"Allen, LA",3,Per capita personal income (dollars) 2,42823
22005,"Ascension, LA",1,Personal income (thousands of dollars),7662585
22005,"Ascension, LA",2,Population (persons) 1,128571
22005,"Ascension, LA",3,Per capita personal income (dollars) 2,59598
22007,"Assumption, LA",1,Personal income (thousands of dollars),1195692
22007,"Assumption, LA",2,Population (persons) 1,20696
22007,"Assumption, LA",3,Per capita personal income (dollars) 2,57774
22009,"Avoyelles, LA",1,Personal income (thousands of dollars),1775550
22009,"Avoyelles, LA",2,Population (persons) 1,39261
22009,"Avoyelles, LA",3,Per capita personal income (dollars) 2,45224
22011,"Beauregard, LA",1,Personal income (thousands of dollars),1848702
22011,"Beauregard, LA",2,Population (persons) 1,36668
22011,"Beauregard, LA",3,Per capita personal income (dollars) 2,50417
22013,"Bienville, LA",1,Personal income (thousands of dollars),583577
22013,"Bienville, LA",2,Population (persons) 1,12779
22013,"Bienville, LA",3,Per capita personal income (dollars) 2,45667
22015,"Bossier, LA",1,Personal income (thousands of dollars),6754948
22015,"Bossier, LA",2,Population (persons) 1,129323
22015,"Bossier, LA",3,Per capita personal income (dollars) 2,52233
22017,"Caddo, LA",1,Personal income (thousands of dollars),13489970
22017,"Caddo, LA",2,Population (persons) 1,232658
22017,"Caddo, LA",3,Per capita personal income (dollars) 2,57982
22019,"Calcasieu, LA",1,Personal income (thousands of dollars),10543285
22019,"Calcasieu, LA",2,Population (persons) 1,204914
22019,"Calcasieu, LA",3,Per capita personal income (dollars) 2,51452
22021,"Caldwell, LA",1,Personal income (thousands of dollars),398412
22021,"Caldwell, LA",2,Population (persons) 1,9576
22021,"Caldwell, LA",3,Per capita personal income (dollars) 2,41605
22023,"Cameron, LA",1,Personal income (thousands of dollars),326926
22023,"Cameron, LA",2,Population (persons) 1,5094
22023,"Cameron, LA",3,Per capita personal income (dollars) 2,64179
22025,"Catahoula, LA",1,Personal income (thousands of dollars),387893
22025,"Catahoula, LA",2,Population (persons) 1,8721
22025,"Catahoula, LA",3,Per capita personal income (dollars) 2,44478
22027,"Claiborne, LA",1,Personal income (thousands of dollars),603624
22027,"Claiborne, LA",2,Population (persons) 1,14043
22027,"Claiborne, LA",3,Per capita personal income (dollars) 2,42984
22029,"Concordia, LA",1,Personal income (thousands of dollars),781664
22029,"Concordia, LA",2,Population (persons) 1,18348
22029,"Concordia, LA",3,Per capita personal income (dollars) 2,42602
22031,"De Soto, LA",1,Personal income (thousands of dollars),1383143
22031,"De Soto, LA",2,Population (persons) 1,26949
22031,"De Soto, LA",3,Per capita personal income (dollars) 2,51324
22033,"East Baton Rouge, LA",1,Personal income (thousands of dollars),27290517
22033,"East Baton Rouge, LA",2,Population (persons) 1,453596
22033,"East Baton Rouge, LA",3,Per capita personal income (dollars) 2,60165
22035,"East Carroll, LA",1,Personal income (thousands of dollars),284045
22035,"East Carroll, LA",2,Population (persons) 1,7229
22035,"East Carroll, LA",3,Per capita personal income (dollars) 2,39292
22037,"East Feliciana, LA",1,Personal income (thousands of dollars),918221
22037,"East Feliciana, LA",2,Population (persons) 1,19373
22037,"East Feliciana, LA",3,Per capita personal income (dollars) 2,47397
22039,"Evangeline, LA",1,Personal income (thousands of dollars),1315011
22039,"Evangeline, LA",2,Population (persons) 1,32213
22039,"Evangeline, LA",3,Per capita personal income (dollars) 2,40822
22041,"Franklin, LA",1,Personal income (thousands of dollars),796773
22041,"Franklin, LA",2,Population (persons) 1,19609
22041,"Franklin, LA",3,Per capita personal income (dollars) 2,40633
22043,"Grant, LA",1,Personal income (thousands of dollars),833675
22043,"Grant, LA",2,Population (persons) 1,22256
22043,"Grant, LA",3,Per capita personal income (dollars) 2,37458
22045,"Iberia, LA",1,Personal income (thousands of dollars),3253594
22045,"Iberia, LA",2,Population (persons) 1,69325
22045,"Iberia, LA",3,Per capita personal income (dollars) 2,46932
22047,"Iberville, LA",1,Personal income (thousands of dollars),1595357
22047,"Iberville, LA",2,Population (persons) 1,29747
22047,"Iberville, LA",3,Per capita personal income (dollars) 2,53631
22049,"Jackson, LA",1,Personal income (thousands of dollars),630930
22049,"Jackson, LA",2,Population (persons) 1,14900
22049,"Jackson, LA",3,Per capita personal income (dollars) 2,42344
22051,"Jefferson, LA",1,Personal income (thousands of dollars),26410948
22051,"Jefferson, LA",2,Population (persons) 1,434134
22051,"Jefferson, LA",3,Per capita personal income (dollars) 2,60836
22053,"Jefferson Davis, LA",1,Personal income (thousands of dollars),1520781
22053,"Jefferson Davis, LA",2,Population (persons) 1,32373
22053,"Jefferson Davis, LA",3,Per capita personal income (dollars) 2,46977
22055,"Lafayette, LA",1,Personal income (thousands of dollars),14742830
22055,"Lafayette, LA",2,Population (persons) 1,244880
22055,"Lafayette, LA",3,Per capita personal income (dollars) 2,60204
22057,"Lafourche, LA",1,Personal income (thousands of dollars),5089279
22057,"Lafourche, LA",2,Population (persons) 1,97599
22057,"Lafourche, LA",3,Per capita personal income (dollars) 2,52145
22059,"LaSalle, LA",1,Personal income (thousands of dollars),565148
22059,"LaSalle, LA",2,Population (persons) 1,14842
22059,"LaSalle, LA",3,Per capita personal income (dollars) 2,38078
22061,"Lincoln, LA",1,Personal income (thousands of dollars),2242930
22061,"Lincoln, LA",2,Population (persons) 1,48110
22061,"Lincoln, LA",3,Per capita personal income (dollars) 2,46621
22063,"Livingston, LA",1,Personal income (thousands of dollars),7112628
22063,"Livingston, LA",2,Population (persons) 1,146121
22063,"Livingston, LA",3,Per capita personal income (dollars) 2,48676
22065,"Madison, LA",1,Personal income (thousands of dollars),430369
22065,"Madison, LA",2,Population (persons) 1,9801
22065,"Madison, LA",3,Per capita personal income (dollars) 2,43911
22067,"Morehouse, LA",1,Personal income (thousands of dollars),1097783
22067,"Morehouse, LA",2,Population (persons) 1,25021
22067,"Morehouse, LA",3,Per capita personal income (dollars) 2,43874
22069,"Natchitoches, LA",1,Personal income (thousands of dollars),1804952
22069,"Natchitoches, LA",2,Population (persons) 1,36973
22069,"Natchitoches, LA",3,Per capita personal income (dollars) 2,48818
22071,"Orleans, LA",1,Personal income (thousands of dollars),23493665
22071,"Orleans, LA",2,Population (persons) 1,377346
22071,"Orleans, LA",3,Per capita personal income (dollars) 2,62260
22073,"Ouachita, LA",1,Personal income (thousands of dollars),7450170
22073,"Ouachita, LA",2,Population (persons) 1,158866
22073,"Ouachita, LA",3,Per capita personal income (dollars) 2,46896
22075,"Plaquemines, LA",1,Personal income (thousands of dollars),1314279
22075,"Plaquemines, LA",2,Population (persons) 1,23310
22075,"Plaquemines, LA",3,Per capita personal income (dollars) 2,56383
22077,"Pointe Coupee, LA",1,Personal income (thousands of dollars),1205550
22077,"Pointe Coupee, LA",2,Population (persons) 1,20346
22077,"Pointe Coupee, LA",3,Per capita personal income (dollars) 2,59252
22079,"Rapides, LA",1,Personal income (thousands of dollars),6897462
22079,"Rapides, LA",2,Population (persons) 1,128626
22079,"Rapides, LA",3,Per capita personal income (dollars) 2,53624
22081,"Red River, LA",1,Personal income (thousands of dollars),396161
22081,"Red River, LA",2,Population (persons) 1,7505
22081,"Red River, LA",3,Per capita personal income (dollars) 2,52786
22083,"Richland, LA",1,Personal income (thousands of dollars),891048
22083,"Richland, LA",2,Population (persons) 1,19856
22083,"Richland, LA",3,Per capita personal income (dollars) 2,44876
22085,"Sabine, LA",1,Personal income (thousands of dollars),993190
22085,"Sabine, LA",2,Population (persons) 1,22096
22085,"Sabine, LA",3,Per capita personal income (dollars) 2,44949
22087,"St. Bernard, LA",1,Personal income (thousands of dollars),1902048
22087,"St. Bernard, LA",2,Population (persons) 1,44324
22087,"St. Bernard, LA",3,Per capita personal income (dollars) 2,42912
22089,"St. Charles, LA",1,Personal income (thousands of dollars),2987819
22089,"St. Charles, LA",2,Population (persons) 1,52470
22089,"St. Charles, LA",3,Per capita personal income (dollars) 2,56943
22091,"St. Helena, LA",1,Personal income (thousands of dollars),520673
22091,"St. Helena, LA",2,Population (persons) 1,10903
22091,"St. Helena, LA",3,Per capita personal income (dollars) 2,47755
22093,"St. James, LA",1,Personal income (thousands of dollars),1387619
22093,"St. James, LA",2,Population (persons) 1,19794
22093,"St. James, LA",3,Per capita personal income (dollars) 2,70103
22095,"St. John the Baptist, LA",1,Personal income (thousands of dollars),1954550
22095,"St. John the Baptist, LA",2,Population (persons) 1,42109
22095,"St. John the Baptist, LA",3,Per capita personal income (dollars) 2,46416
22097,"St. Landry, LA",1,Personal income (thousands of dollars),3952903
22097,"St. Landry, LA",2,Population (persons) 1,82191
22097,"St. Landry, LA",3,Per capita personal income (dollars) 2,48094
22099,"St. Martin, LA",1,Personal income (thousands of dollars),2393917
22099,"St. Martin, LA",2,Population (persons) 1,51562
22099,"St. Martin, LA",3,Per capita personal income (dollars) 2,46428
22101,"St. Mary, LA",1,Personal income (thousands of dollars),2353573
22101,"St. Mary, LA",2,Population (persons) 1,48219
22101,"St. Mary, LA",3,Per capita personal income (dollars) 2,48810
22103,"St. Tammany, LA",1,Personal income (thousands of dollars),20019190
22103,"St. Tammany, LA",2,Population (persons) 1,270147
22103,"St. Tammany, LA",3,Per capita personal income (dollars) 2,74105
22105,"Tangipahoa, LA",1,Personal income (thousands of dollars),6486000
22105,"Tangipahoa, LA",2,Population (persons) 1,135488
22105,"Tangipahoa, LA",3,Per capita personal income (dollars) 2,47871
22107,"Tensas, LA",1,Personal income (thousands of dollars),209519
22107,"Tensas, LA",2,Population (persons) 1,4024
22107,"Tensas, LA",3,Per capita personal income (dollars) 2,52067
22109,"Terrebonne, LA",1,Personal income (thousands of dollars),5247656
22109,"Terrebonne, LA",2,Population (persons) 1,108955
22109,"Terrebonne, LA",3,Per capita personal income (dollars) 2,48164
22111,"Union, LA",1,Personal income (thousands of dollars),993586
22111,"Union, LA",2,Population (persons) 1,21001
22111,"Union, LA",3,Per capita personal income (dollars) 2,47311
22113,"Vermilion, LA",1,Personal income (thousands of dollars),2692527
22113,"Vermilion, LA",2,Population (persons) 1,56874
22113,"Vermilion, LA",3,Per capita personal income (dollars) 2,47342
22115,"Vernon, LA",1,Personal income (thousands of dollars),2304939
22115,"Vernon, LA",2,Population (persons) 1,48022
22115,"Vernon, LA",3,Per capita personal income (dollars) 2,47998
22117,"Washington, LA",1,Personal income (thousands of dollars),1890448
22117,"Washington, LA",2,Population (persons) 1,45198
22117,"Washington, LA",3,Per capita personal income (dollars) 2,41826
22119,"Webster, LA",1,Personal income (thousands of dollars),1787429
22119,"Webster, LA",2,Population (persons) 1,35938
22119,"Webster, LA",3,Per capita personal income (dollars) 2,49736
22121,"West Baton Rouge, LA",1,Personal income (thousands of dollars),1536854
22121,"West Baton Rouge, LA",2,Population (persons) 1,27798
22121,"West Baton Rouge, LA",3,Per capita personal income (dollars) 2,55286
22123,"West Carroll, LA",1,Personal income (thousands of dollars),416169
22123,"West Carroll, LA",2,Population (persons) 1,9583
22123,"West Carroll, LA",3,Per capita personal income (dollars) 2,43428
22125,"West Feliciana, LA",1,Personal income (thousands of dollars),691298
22125,"West Feliciana, LA",2,Population (persons) 1,15495
22125,"West Feliciana, LA",3,Per capita personal income (dollars) 2,44614
22127,"Winn, LA",1,Personal income (thousands of dollars),632350
22127,"Winn, LA",2,Population (persons) 1,13493
22127,"Winn, LA",3,Per capita personal income (dollars) 2,46865
35001,"Bernalillo, NM",1,Personal income (thousands of dollars),36356499
35001,"Bernalillo, NM",2,Population (persons) 1,675286
35001,"Bernalillo, NM",3,Per capita personal income (dollars) 2,53839
35003,"Catron, NM",1,Personal income (thousands of dollars),144729
35003,"Catron, NM",2,Population (persons) 1,3710
35003,"Catron, NM",3,Per capita personal income (dollars) 2,39011
35005,"Chaves, NM",1,Personal income (thousands of dollars),2997292
35005,"Chaves, NM",2,Population (persons) 1,64650
35005,"Chaves, NM",3,Per capita personal income (dollars) 2,46362
35006,"Cibola, NM*",1,Personal income (thousands of dollars),927218
35006,"Cibola, NM*",2,Population (persons) 1,27185
35006,"Cibola, NM*",3,Per capita personal income (dollars) 2,34108
35007,"Colfax, NM",1,Personal income (thousands of dollars),600636
35007,"Colfax, NM",2,Population (persons) 1,12346
35007,"Colfax, NM",3,Per capita personal income (dollars) 2,48650
35009,"Curry, NM",1,Personal income (thousands of dollars),2457764
35009,"Curry, NM",2,Population (persons) 1,47936
35009,"Curry, NM",3,Per capita personal income (dollars) 2,51272
35011,"De Baca, NM",1,Personal income (thousands of dollars),94180
35011,"De Baca, NM",2,Population (persons) 1,1679
35011,"De Baca, NM",3,Per capita personal income (dollars) 2,56093
35013,"Doña Ana, NM",1,Personal income (thousands of dollars),10132178
35013,"Doña Ana, NM",2,Population (persons) 1,221732
35013,"Doña Ana, NM",3,Per capita personal income (dollars) 2,45696
35015,"Eddy, NM",1,Personal income (thousands of dollars),4025987
35015,"Eddy, NM",2,Population (persons) 1,60855
35015,"Eddy, NM",3,Per capita personal income (dollars) 2,66157
35017,"Grant, NM",1,Personal income (thousands of dollars),1348154
35017,"Grant, NM",2,Population (persons) 1,27893
35017,"Grant, NM",3,Per capita personal income (dollars) 2,48333
35019,"Guadalupe, NM",1,Personal income (thousands of dollars),198282
35019,"Guadalupe, NM",2,Population (persons) 1,4423
35019,"Guadalupe, NM",3,Per capita personal income (dollars) 2,44830
35021,"Harding, NM",1,Personal income (thousands of dollars),28770
35021,"Harding, NM",2,Population (persons) 1,631
35021,"Harding, NM",3,Per capita personal income (dollars) 2,45594
35023,"Hidalgo, NM",1,Personal income (thousands of dollars),207591
35023,"Hidalgo, NM",2,Population (persons) 1,4086
35023,"Hidalgo, NM",3,Per capita personal income (dollars) 2,50805
35025,"Lea, NM",1,Personal income (thousands of dollars),3476582
35025,"Lea, NM",2,Population (persons) 1,73062
35025,"Lea, NM",3,Per capita personal income (dollars) 2,47584
35027,"Lincoln, NM",1,Personal income (thousands of dollars),995352
35027,"Lincoln, NM",2,Population (persons) 1,20400
35027,"Lincoln, NM",3,Per capita personal income (dollars) 2,48792
35028,"Los Alamos, NM",1,Personal income (thousands of dollars),1576199
35028,"Los Alamos, NM",2,Population (persons) 1,19390
35028,"Los Alamos, NM",3,Per capita personal income (dollars) 2,81289
35029,"Luna, NM",1,Personal income (thousands of dollars),993639
35029,"Luna, NM",2,Population (persons) 1,25471
35029,"Luna, NM",3,Per capita personal income (dollars) 2,39011
35031,"McKinley, NM",1,Personal income (thousands of dollars),2518424
35031,"McKinley, NM",2,Population (persons) 1,71464
35031,"McKinley, NM",3,Per capita personal income (dollars) 2,35240
35033,"Mora, NM",1,Personal income (thousands of dollars),214892
35033,"Mora, NM",2,Population (persons) 1,4189
35033,"Mora, NM",3,Per capita personal income (dollars) 2,51299
35035,"Otero, NM",1,Personal income (thousands of dollars),2866491
35035,"Otero, NM",2,Population (persons) 1,68486
35035,"Otero, NM",3,Per capita personal income (dollars) 2,41855
35037,"Quay, NM",1,Personal income (thousands of dollars),382974
35037,"Quay, NM",2,Population (persons) 1,8620
35037,"Quay, NM",3,Per capita personal income (dollars) 2,44429
35039,"Rio Arriba, NM",1,Personal income (thousands of dollars),1716369
35039,"Rio Arriba, NM",2,Population (persons) 1,40216
35039,"Rio Arriba, NM",3,Per capita personal income (dollars) 2,42679
35041,"Roosevelt, NM",1,Personal income (thousands of dollars),889874
35041,"Roosevelt, NM",2,Population (persons) 1,18992
35041,"Roosevelt, NM",3,Per capita personal income (dollars) 2,46855
35043,"Sandoval, NM",1,Personal income (thousands of dollars),7791358
35043,"Sandoval, NM",2,Population (persons) 1,151478
35043,"Sandoval, NM",3,Per capita personal income (dollars) 2,51436
35045,"San Juan, NM",1,Personal income (thousands of dollars),5196422
35045,"San Juan, NM",2,Population (persons) 1,120996
35045,"San Juan, NM",3,Per capita personal income (dollars) 2,42947
35047,"San Miguel, NM",1,Personal income (thousands of dollars),1203601
35047,"San Miguel, NM",2,Population (persons) 1,27155
35047,"San Miguel, NM",3,Per capita personal income (dollars) 2,44323
35049,"Santa Fe, NM",1,Personal income (thousands of dollars),10952176
35049,"Santa Fe, NM",2,Population (persons) 1,155400
35049,"Santa Fe, NM",3,Per capita personal income (dollars) 2,70477
35051,"Sierra, NM",1,Personal income (thousands of dollars),560146
35051,"Sierra, NM",2,Population (persons) 1,11519
35051,"Sierra, NM",3,Per capita personal income (dollars) 2,48628
35053,"Socorro, NM",1,Personal income (thousands of dollars),693472
35053,"Socorro, NM",2,Population (persons) 1,16291
35053,"Socorro, NM",3,Per capita personal income (dollars) 2,42568
35055,"Taos, NM",1,Personal income (thousands of dollars),1589255
35055,"Taos, NM",2,Population (persons) 1,34685
35055,"Taos, NM",3,Per capita personal income (dollars) 2,45820
35057,"Torrance, NM",1,Personal income (thousands of dollars),651075
35057,"Torrance, NM",2,Population (persons) 1,15313
35057,"Torrance, NM",3,Per capita personal income (dollars) 2,42518
35059,"Union, NM",1,Personal income (thousands of dollars),171583
35059,"Union, NM",2,Population (persons) 1,4096
35059,"Union, NM",3,Per capita personal income (dollars) 2,41890
35061,"Valencia, NM*",1,Personal income (thousands of dollars),3351408
35061,"Valencia, NM*",2,Population (persons) 1,77315
35061,"Valencia, NM*",3,Per capita personal income (dollars) 2,43347
